Mol#,Iso#,Wv #,Intensity,Einstein A-Coef,Air Width,Self Width,Lower State E,Temp Dep,Press Shift
1,1,7275.6704,4.36E-26,9.03E-01,0.0643,0.371,2398.3816,0.63,-0.01724
1,1,7275.6777,3.23E-23,4.73E-01,0.0697,0.352,709.6082,0.61,-0.00964
1,1,7275.68158,5.12E-22,1.29E+00,0.082,0.41,508.812,0.67,-0.01038
1,2,7275.7183,3.39E-29,6.03E-02,0.0997,0.456,1734.2182,0.72,-0.0087
1,1,7275.7652,8.37E-29,3.91E-01,0.0834,0.391,3478.9865,0.67,-0.00632
1,1,7275.77992,1.03E-21,2.05E+00,0.098,0.493,142.2785,0.71,-0.00756
1,2,7275.7912,4.20E-28,4.86E-01,0.0834,0.391,1913.0224,0.67,-0.00632
1,1,7275.802,7.54E-29,1.98E-02,0.0858,0.315,2998.766,0.55,-0.01838
1,1,7275.8107,2.15E-28,5.44E-03,0.0229,0.221,2631.2671,0.37,-0.007268
1,4,7275.812859,8.14E-29,6.49E-01,0.0861,0.352,1806.4964,0.61,-0.0153
1,1,7275.8284,5.11E-29,1.16E-01,0.0975,0.456,3237.9176,0.72,-0.0025
1,2,7275.8523,4.44E-26,3.21E-01,0.068,0.4,706.5976,0.61,-0.012949
1,1,7275.8576,2.39E-29,1.12E+00,0.0388,0.265,4123.2843,0.44,-0.02612
1,2,7275.8755,1.49E-26,6.57E-02,0.0837,0.44,541.18,0.63,-0.0043
1,4,7275.880388,2.34E-29,1.06E-01,0.092,0.391,1625.748,0.67,-0.00632
1,1,7275.8933,5.70E-24,4.45E-02,0.0626,0.391,742.0762,0.67,-0.01412
1,5,7275.911914,6.79E-28,1.14E+00,0.0943,0.434,99.5872,0.71,-0.01198
1,3,7275.9128,1.08E-29,1.72E-02,0.036,0.25,1802.5995,0.41,-0.024
1,2,7275.9154,1.93E-29,3.99E-03,0.0711,0.315,1466.0181,0.55,-0.00656
1,3,7275.9285,2.47E-29,1.34E+00,0.0291,0.281,2511.1662,0.47,-0.02664
1,1,7275.957,8.33E-25,1.21E+00,0.0632,0.298,1724.7047,0.51,-0.02652
1,1,7275.9708,1.04E-27,5.41E-04,0.0561,0.298,1718.7185,0.51,-0.02124
1,2,7276.0114,3.01E-28,5.46E-03,0.0818,0.352,921.8957,0.61,-0.00982
1,1,7276.0146,1.10E-28,3.54E-01,0.0369,0.221,3629.0943,0.37,-0.03006
1,3,7276.0422,5.69E-28,4.09E+00,0.081,0.434,1902.3291,0.71,-0.01108
1,1,7276.0719,1.63E-26,7.67E-01,0.0232,0.235,2746.0224,0.4,-0.023164
1,2,7276.0879,2.09E-29,2.23E-03,0.0573,0.298,1574.4495,0.51,-0.002708
1,1,7276.1096,5.85E-25,2.20E+00,0.0974,0.456,1693.6499,0.72,-0.0083
1,4,7276.13901,5.20E-25,2.21E+00,0.0971,0.48,29.8086,0.73,-0.00654
1,3,7276.1452,1.01E-29,1.55E-04,0.0521,0.333,742.4912,0.57,-0.011944
1,2,7276.2252,1.09E-27,1.55E+00,0.0422,0.28,1863.0198,0.51,-0.02336
1,4,7276.258469,3.07E-28,1.18E-01,0.073,0.281,1287.2387,0.47,-0.02284
1,1,7276.3516,4.87E-27,9.07E-06,0.0727,0.371,447.2523,0.63,-0.007968
1,2,7276.4334,1.08E-26,3.71E-01,0.0502,0.335,1075.9092,0.55,-0.01206
1,3,7276.4721,3.30E-29,4.63E-01,0.0915,0.412,1813.6122,0.69,-0.0033
1,1,7276.4775,2.74E-26,1.37E-04,0.0951,0.412,383.8425,0.69,-0.01716
1,5,7276.551925,1.58E-27,2.91E+00,0.0969,0.456,65.6591,0.72,-0.01046
1,1,7276.564,2.98E-26,1.76E-02,0.042,0.265,1557.8436,0.44,-0.0227
1,4,7276.602601,1.63E-29,1.01E+00,0.078,0.298,2297.3207,0.51,-0.02836
1,1,7276.6406,4.65E-26,1.95E-04,0.078,0.352,704.214,0.61,-0.001268
1,1,7276.6628,1.04E-29,2.00E+00,0.0495,0.25,4442.7116,0.41,-0.016372
1,1,7276.687,1.12E-24,5.36E+00,0.0912,0.385,1743.4863,0.72,-0.008
1,1,7276.7124,1.15E-29,8.75E-05,0.0103,0.221,2358.2996,0.37,-0.01596
1,2,7276.7198,3.27E-27,1.55E+00,0.0452,0.25,1862.4547,0.51,-0.02788
1,6,7276.722176,1.54E-28,1.86E+00,0.0902,0.456,108.2377,0.72,-0.00908
1,1,7276.7509,4.04E-29,1.78E-02,0.0476,0.265,3144.5781,0.44,-0.02612
1,1,7276.7742,7.59E-25,1.79E+00,0.0482,0.287,1843.0288,0.47,-0.01356
1,2,7276.8032,2.53E-29,2.53E-03,0.0579,0.333,1247.2058,0.57,-0.01494
1,2,7276.8097,6.34E-29,1.51E-03,0.0659,0.352,921.8957,0.61,-0.01242
1,4,7276.829541,4.36E-27,1.40E+00,0.0455,0.352,1171.5316,0.61,-0.00844
1,4,7276.829596,2.90E-27,9.32E-01,0.0455,0.352,1171.5317,0.61,-0.01468
1,4,7276.852838,1.01E-28,8.86E-01,0.0851,0.371,1797.4463,0.63,-0.00608
1,3,7276.865,6.08E-28,1.13E-01,0.055,0.32,1078.0207,0.55,-0.003164
1,1,7276.8671,1.44E-26,2.70E-01,0.0634,0.352,2181.0898,0.61,-0.01068
1,1,7276.89401,7.18E-23,1.77E+00,0.0704,0.36,816.6942,0.61,-0.006169
1,5,7276.901936,5.93E-29,1.89E-01,0.0872,0.371,306.4077,0.63,-0.01132
1,3,7276.9091,7.50E-27,2.70E+00,0.0761,0.315,1213.5626,0.55,-0.01224
1,1,7276.9172,7.56E-28,1.18E+00,0.0492,0.315,3139.4755,0.55,-0.01786
1,2,7276.925,4.78E-29,1.14E+00,0.0373,0.235,2735.4191,0.4,-0.02226
1,2,7277.0857,1.64E-26,1.45E+00,0.0532,0.34,1247.2058,0.57,-0.017719
1,3,7277.1334,1.70E-24,7.62E+00,0.099,0.537,36.9315,0.73,-0.005239
1,1,7277.1373,1.03E-29,7.53E-01,0.0998,0.456,3725.9421,0.72,-0.00348
1,1,7277.1799,4.37E-29,3.65E+00,0.0275,0.298,3997.508,0.51,-0.014012
1,1,7277.1801,1.31E-28,3.65E+00,0.0299,0.298,3997.5078,0.51,-0.018068
1,1,7277.2618,4.92E-28,1.31E-04,0.0566,0.298,1581.3357,0.51,-0.01642
1,1,7277.3467,6.86E-29,5.29E-03,0.0524,0.352,2724.167,0.61,-0.017668
1,1,7277.399,3.69E-27,1.28E+00,0.0288,0.25,3127.861,0.41,-0.02752
1,1,7277.4418,3.15E-26,5.80E-03,0.0713,0.333,1255.9115,0.57,-0.00734
1,1,7277.4585,1.48E-27,1.54E+00,0.0286,0.25,3127.8015,0.41,-0.02736
1,3,7277.4807,1.05E-26,1.17E+00,0.0644,0.325,924.6417,0.61,-0.01304
1,1,7277.4941,2.12E-29,4.91E-03,0.0509,0.352,2724.0413,0.61,-0.0133
1,3,7277.5077,3.00E-25,1.26E+00,0.0755,0.458,446.2452,0.63,-0.008249
1,2,7277.5166,1.30E-25,1.09E-01,0.0993,0.48,36.7486,0.73,-0.0057
1,2,7277.5169,3.63E-28,6.41E-01,0.0809,0.371,2034.3767,0.63,-0.01132
1,6,7277.541284,1.52E-29,1.95E+00,0.085,0.315,799.0651,0.55,-0.00552
1,1,7277.5613,2.68E-28,2.77E+00,0.0368,0.221,3629.0657,0.37,0
1,1,7277.6061,1.04E-22,1.90E+00,0.0679,0.361,1006.1157,0.57,-0.005549
1,2,7277.6405,7.66E-29,2.54E-03,0.0601,0.333,1246.3684,0.57,-0.01456
1,2,7277.6407,3.92E-29,5.40E-01,0.0718,0.25,2622.0097,0.41,-0.025684
1,2,7277.6473,9.40E-25,8.75E-01,0.0857,0.481,221.2339,0.69,-0.0069
1,2,7277.702,4.64E-26,1.36E+00,0.052,0.33,1246.3684,0.57,-0.015559
1,1,7277.712,4.94E-26,9.19E-01,0.0697,0.265,2300.6841,0.44,-0.02746
1,4,7277.729153,3.52E-28,1.12E+00,0.0926,0.412,1553.9614,0.69,-0.0069
1,2,7277.751,3.03E-29,1.28E+00,0.0341,0.265,2596.3376,0.44,-0.0285
1,2,7277.7705,3.83E-25,7.67E-01,0.0685,0.345,604.7927,0.67,-0.014629
1,6,7277.858008,3.24E-28,3.06E+00,0.0959,0.456,57.8462,0.72,-0.0073
1,3,7277.9143,5.97E-27,1.48E-01,0.0626,0.395,585.1623,0.61,-0.01808
1,3,7277.9655,4.65E-29,5.82E-01,0.0447,0.25,2242.2127,0.41,-0.03206
1,6,7277.973225,8.47E-29,1.13E+00,0.0983,0.391,221.164,0.67,-0.011491
1,2,7277.9806,5.37E-29,2.18E-03,0.0281,0.298,1109.7869,0.51,-0.01948
1,2,7277.9847,1.35E-25,8.10E-01,0.0677,0.315,604.5442,0.67,-0.014469
1,3,7277.9881,1.92E-26,1.58E-01,0.0644,0.395,584.9411,0.61,-0.014349
1,4,7278.009833,1.12E-28,2.40E+00,0.0761,0.371,2009.1465,0.63,-0.01424
1,4,7278.014247,4.25E-28,1.13E+00,0.04,0.315,1648.9474,0.55,-0.01498
1,1,7278.0162,3.74E-22,1.57E+00,0.0745,0.408,648.9787,0.63,-0.006519
1,4,7278.016895,4.25E-28,1.13E+00,0.0356,0.315,1648.9474,0.55,-0.0133
1,1,7278.032,1.52E-29,5.06E-02,0.019,0.183,3647.458,0.33,-0.02396
1,3,7278.0365,1.87E-28,1.65E+00,0.0456,0.281,2137.4196,0.47,-0.0275
1,2,7278.037,6.74E-28,6.72E-01,0.0264,0.333,1768.8012,0.57,-0.006828
1,2,7278.0371,2.02E-27,6.71E-01,0.0299,0.164,1768.8015,0.57,-0.00564
1,2,7278.0444,2.34E-29,4.93E-02,0.0902,0.412,1810.1872,0.69,-0.004772
1,1,7278.062,1.25E-24,1.15E+00,0.0418,0.298,1874.9727,0.51,-0.019832
1,2,7278.0635,9.11E-29,1.28E+00,0.0334,0.265,2595.9749,0.44,-0.02804
1,1,7278.1179,1.16E-29,2.16E-01,0.0618,0.371,3600.0526,0.63,-0.004685
1,4,7278.122411,2.16E-25,1.32E+00,0.1013,0.504,0,0.74,-0.00424
1,3,7278.1271,1.09E-24,1.67E+00,0.104,0.54,42.187,0.73,-0.004739
1,1,7278.155,1.16E-25,8.44E-01,0.0922,0.391,1922.829,0.67,-0.0103
1,6,7278.235304,2.66E-29,1.85E+00,0.0903,0.333,650.9589,0.57,0.003886
1,4,7278.247953,3.96E-29,2.83E-03,0.076,0.298,885.0645,0.51,-0.01036
1,1,7278.2481,1.79E-29,1.04E-03,0.0698,0.352,2439.9544,0.61,-0.01592
1,1,7278.2799,1.83E-28,2.44E-03,0.0537,0.333,2337.6665,0.57,-0.01596
1,1,7278.3075,2.28E-28,3.33E-02,0.0487,0.235,2739.4277,0.4,0.005636
1,1,7278.38,1.00E-29,1.41E-02,0.0638,0.315,3139.4755,0.55,-0.02886
1,4,7278.382358,2.94E-29,1.02E+00,0.0828,0.333,2135.055,0.57,-0.01008
1,1,7278.4182,2.54E-27,3.80E-01,0.045,0.298,2904.428,0.51,-0.01168
1,1,7278.4253,6.81E-24,1.65E+00,0.054,0.342,1581.3357,0.51,-0.008439
1,4,7278.426581,1.12E-28,2.39E+00,0.0739,0.371,2009.2208,0.63,-0.00794
1,1,7278.4678,1.51E-26,1.54E-03,0.0762,0.315,1360.235,0.55,-0.01648
1,6,7278.487297,1.53E-28,1.85E+00,0.0914,0.456,108.5837,0.72,-0.008
1,4,7278.511036,3.11E-28,2.72E+00,0.0816,0.391,1795.7881,0.67,-0.01326
1,1,7278.5461,3.23E-25,8.93E-01,0.0416,0.298,1875.4613,0.51,-0.016204
1,2,7278.5608,2.47E-25,3.28E-01,0.0693,0.41,583.7777,0.61,-0.0153
1,3,7278.567,8.03E-29,5.07E-04,0.077,0.352,584.9411,0.61,-0.008012
1,2,7278.5673,1.98E-23,5.66E+00,0.1032,0.46,42.0233,0.73,-0.008779
1,1,7278.6838,3.67E-25,1.74E+00,0.0496,0.281,1985.7842,0.47,-0.02402
1,3,7278.7197,1.20E-29,6.24E-04,0.0868,0.391,737.6204,0.67,-0.01852
1,3,7278.7334,5.91E-29,9.26E-04,0.0839,0.391,415.1284,0.67,-0.0097
1,1,7278.75243,8.75E-23,4.13E-01,0.0831,0.44,446.6966,0.63,-0.010099
1,1,7278.7921,3.57E-28,1.13E+00,0.0609,0.281,3323.2689,0.47,-0.02702
1,2,7278.8466,1.42E-29,1.40E-02,0.0089,0.235,2064.6729,0.4,-0.02062
1,1,7278.87814,2.76E-24,2.28E-01,0.0817,0.4,1360.235,0.55,-0.02138
1,4,7278.888709,1.06E-28,6.20E-01,0.0863,0.371,1712.8238,0.63,-0.01518
1,3,7278.8908,4.41E-29,1.79E-01,0.068,0.281,1994.6637,0.47,-0.00984
1,2,7278.9085,1.11E-28,1.47E-03,0.0787,0.333,879.4945,0.57,-0.00144
1,6,7278.909255,1.20E-28,1.29E+00,0.1093,0.48,15.4607,0.73,-0.000719
1,1,7278.9297,1.38E-29,7.86E-03,0.0508,0.221,3244.5993,0.37,-0.01166
1,2,7278.9955,7.45E-29,5.90E-01,0.0526,0.352,2172.1432,0.61,-0.01424
1,1,7279.0033,3.08E-27,4.22E-05,0.0709,0.333,744.0637,0.57,-0.000112
1,3,7279.0388,1.00E-29,1.54E-04,0.0537,0.333,742.4912,0.57,-0.01596
1,2,7279.0498,1.96E-29,6.55E-04,0.0784,0.333,1047.3285,0.57,-0.006652
1,5,7279.058786,2.56E-29,1.60E+00,0.0758,0.298,1017.9746,0.51,-0.00478
1,1,7279.0809,2.95E-28,4.47E-01,0.0589,0.221,3472.8801,0.37,-0.03506
1,5,7279.090169,2.81E-28,8.86E-01,0.0927,0.371,304.2194,0.63,-0.009844
1,3,7279.1027,1.08E-25,2.63E-01,0.0929,0.412,299.439,0.69,-0.0128
1,1,7279.10879,6.17E-24,6.26E-02,0.056,0.358,885.6002,0.57,-0.012339
1,2,7279.13666,4.75E-29,4.42E-01,0.0398,0.235,2541.2827,0.4,0
1,1,7279.1502,7.13E-25,2.03E+00,0.0647,0.265,2124.9499,0.44,-0.01932
1,1,7279.1534,1.18E-27,1.10E-02,0.0584,0.281,2142.5967,0.47,-0.01054
1,1,7279.1613,6.02E-27,1.42E-02,0.0504,0.281,1843.0288,0.47,-0.007188
1,2,7279.1646,3.43E-26,2.09E+00,0.0681,0.385,1440.288,0.51,-0.01764
1,3,7279.1985,1.60E-27,4.94E+00,0.0928,0.485,1728.2605,0.71,-0.0056
1,5,7279.21998,3.14E-28,1.16E+00,0.0962,0.391,301.7448,0.67,-0.008698
1,1,7279.2284,3.58E-27,2.09E-01,0.027,0.235,2550.8816,0.4,-0.014364
1,1,7279.2866,4.82E-26,5.79E-01,0.069,0.391,2251.8623,0.67,-0.01522
1,1,7279.3076,1.22E-29,8.08E-03,0.0626,0.315,2983.3228,0.55,-0.02134
1,3,7279.311,7.26E-29,5.10E-04,0.0839,0.391,325.8804,0.67,-0.002792
1,3,7279.3206,1.61E-28,9.15E-01,0.0331,0.315,1801.985,0.55,-0.014744
1,3,7279.3206,1.61E-28,9.15E-01,0.0359,0.315,1801.985,0.55,-0.013964
1,3,7279.3303,6.32E-29,1.66E+00,0.04,0.281,2135.8594,0.47,-0.02384
1,2,7279.3802,5.79E-27,1.19E-01,0.0657,0.352,921.8957,0.61,-0.0139
1,1,7279.3811,1.58E-25,8.67E-01,0.0372,0.265,2275.3719,0.44,-0.022572
1,1,7279.3882,1.12E-28,6.75E-01,0.0871,0.391,3565.4546,0.67,-0.00598
1,5,7279.432804,7.47E-28,1.25E+00,0.1075,0.456,45.8986,0.72,-0.002765
1,1,7279.4409,1.56E-26,5.62E-01,0.0668,0.391,2251.6953,0.67,-0.01586
1,2,7279.5628,2.31E-28,6.08E-01,0.0518,0.352,2171.7405,0.61,-0.01336
1,1,7279.5643,7.61E-28,9.20E+00,0.0723,0.391,3482.48,0.67,-0.01072
1,5,7279.582507,3.77E-28,8.33E-01,0.0976,0.412,155.2084,0.69,-0.00606
1,1,7279.6664,3.77E-26,1.73E-01,0.1002,0.456,1664.9646,0.72,-0.00318
1,3,7279.7117,3.41E-28,1.28E+00,0.0936,0.455,1768.7043,0.71,-0.0081
1,1,7279.7337,9.74E-26,7.48E-03,0.081,0.333,1050.1576,0.57,-0.00956
1,3,7279.799175,7.95E-29,3.04E-01,0.054,0.298,1720.2428,0.51,0
1,4,7279.82558,7.03E-29,8.99E-01,0.0829,0.352,1903.262,0.61,-0.00964
1,1,7279.9068,1.04E-27,3.17E-02,0.0763,0.25,2629.3329,0.41,-0.03056
1,1,7279.9149,2.19E-25,7.67E-03,0.0484,0.371,888.6326,0.63,-0.019732
1,4,7279.915486,2.94E-28,1.15E+00,0.087,0.391,1630.4932,0.67,-0.01196
1,1,7279.9259,4.22E-26,1.65E+00,0.0453,0.265,2437.5011,0.44,-0.02958
1,1,7279.9506,8.32E-25,9.71E-03,0.0488,0.3,888.5986,0.63,-0.017348
1,4,7279.981166,3.11E-25,1.32E+00,0.097,0.412,150.1563,0.69,-0.00796
1,3,7280.0085,1.74E-28,6.17E-04,0.0999,0.434,283.768,0.71,-0.01782
1,1,7280.0152,8.46E-26,2.73E-03,0.061,0.315,920.2098,0.55,-0.00526
1,1,7280.0238,3.47E-25,4.00E-01,0.0418,0.281,1695.0677,0.47,-0.01562
1,1,7280.06181,9.39E-24,5.85E-02,0.0877,0.45,503.9681,0.67,-0.01092
1,5,7280.101608,2.31E-29,1.42E+00,0.052,0.352,969.9007,0.61,-0.01476
1,5,7280.102232,2.31E-29,1.42E+00,0.053,0.352,969.9005,0.61,-0.01034
1,2,7280.1504,5.21E-27,4.54E-01,0.0538,0.34,1287.7346,0.51,-0.02836
1,5,7280.247505,1.96E-27,3.30E+00,0.092,0.434,99.5872,0.71,-0.00964
1,2,7280.2543,8.71E-29,2.61E+00,0.0513,0.391,2390.3536,0.67,-0.01088
1,2,7280.2573,2.61E-28,2.60E+00,0.058,0.391,2390.3557,0.67,-0.00978
1,1,7280.2589,2.25E-29,2.06E+00,0.054,0.298,3997.6648,0.51,0
1,4,7280.311728,5.76E-29,2.31E-03,0.0675,0.315,743.0973,0.55,-0.01286
1,1,7280.31526,1.76E-22,1.30E+00,0.0748,0.411,503.9681,0.67,-0.007909
1,2,7280.3337,1.26E-26,9.02E+00,0.075,0.445,1814.087,0.69,-0.003569
1,2,7280.38784,1.11E-29,4.57E-01,0.0368,0.221,2860.7822,0.37,0
1,3,7280.3921,3.07E-27,1.30E+00,0.0579,0.345,1472.6847,0.55,-0.01956
1,4,7280.409617,2.71E-28,1.09E+00,0.1003,0.48,1438.2,0.73,-0.00686
1,3,7280.4342,2.18E-29,1.06E+00,0.0287,0.298,2243.3131,0.51,-0.02158
1,3,7280.4342,2.18E-29,1.06E+00,0.036,0.298,2243.3131,0.51,-0.02052
1,1,7280.4731,1.24E-29,1.63E-02,0.042,0.265,3144.5681,0.44,-0.0227
1,1,7280.4842,2.37E-23,7.39E-02,0.086,0.42,552.9114,0.63,-0.01286
1,1,7280.485336,1.86E-24,3.00E-01,0.0769,0.315,1477.2972,0.55,-0.00706
1,4,7280.556996,7.38E-25,2.93E+00,0.0971,0.48,15.5082,0.73,-0.00328
1,4,7280.564098,6.38E-28,3.01E+00,0.0908,0.412,1634.0888,0.69,-0.0125
1,3,7280.5659,6.00E-29,1.59E-04,0.0944,0.412,224.3042,0.69,-0.00246
1,1,7280.5973,8.93E-28,8.98E-03,0.045,0.25,2414.722,0.41,-0.01642
1,4,7280.61861,2.90E-25,1.76E+00,0.0956,0.391,265.2363,0.67,-0.00736
1,3,7280.6399,5.20E-28,7.16E+00,0.0883,0.434,1809.4443,0.71,-0.01032
1,1,7280.7899,1.24E-27,2.54E-03,0.0078,0.235,2073.5136,0.4,-0.015148
1,4,7280.810682,3.09E-25,1.54E+00,0.0952,0.412,182.9835,0.69,-0.00244
1,1,7280.8492,2.34E-27,1.38E-03,0.0689,0.298,1538.1488,0.51,-0.004952
1,1,7280.8569,2.76E-24,2.49E-01,0.0828,0.28,1131.7755,0.57,-0.02208
1,4,7280.9435,3.06E-28,2.69E+00,0.0829,0.391,1796.5159,0.67,-0.01034
1,5,7280.968831,1.17E-27,2.56E+00,0.0921,0.434,153.8221,0.71,-0.01032
1,4,7280.9784,2.66E-29,1.88E-03,0.0705,0.315,859.3925,0.55,-0.01352
1,2,7281.0222,7.56E-29,2.36E-03,0.0656,0.281,1321.4542,0.47,-0.017608
1,2,7281.0243,3.08E-28,8.61E-01,0.09,0.412,1868.2538,0.69,-0.0069
1,6,7281.026309,3.98E-29,1.65E+00,0.0879,0.352,518.3699,0.61,-0.00616
1,3,7281.028,1.27E-27,1.59E+00,0.0492,0.315,1470.226,0.55,-0.01786
1,1,7281.08122,1.87E-21,9.42E-01,0.0976,0.535,136.7617,0.71,-0.001419
1,3,7281.1928,1.23E-29,4.65E-01,0.03,0.25,2243.2933,0.41,-0.01726
1,1,7281.2072,3.99E-28,5.05E-03,0.0731,0.265,2205.6518,0.44,-0.02764
1,3,7281.2772,3.63E-27,3.08E-01,0.0651,0.333,1119.4883,0.57,-0.023
1,2,7281.2912,5.04E-29,2.98E-04,0.0853,0.371,601.2377,0.63,-0.00896
1,6,7281.319036,5.50E-29,7.29E-01,0.1069,0.456,57.8462,0.72,-0.005545
1,2,7281.3339,1.33E-29,2.35E-04,0.0418,0.315,916.2931,0.55,-0.01186
1,1,7281.3583,8.74E-27,1.02E-03,0.0808,0.333,1411.6113,0.57,-0.01372
1,1,7281.376,3.92E-27,3.70E-02,0.097,0.434,1813.7876,0.71,-0.01044
1,1,7281.4012,1.01E-29,1.41E-02,0.0598,0.298,3383.2651,0.51,-0.03194
1,1,7281.4057,1.79E-29,7.50E-04,0.0853,0.371,2282.5896,0.63,-0.01056
1,2,7281.4168,1.65E-25,1.19E+00,0.079,0.44,706.5976,0.61,-0.011049
1,3,7281.4404,6.25E-25,1.29E+00,0.094,0.535,224.3042,0.69,-0.008719
1,1,7281.4596,1.48E-28,2.99E-03,0.0814,0.352,2392.5924,0.61,-0.00856
1,6,7281.52072,1.36E-29,1.02E+00,0.0595,0.391,611.9877,0.67,-0.01088
1,6,7281.520938,1.36E-29,1.02E+00,0.0595,0.391,611.9871,0.67,-0.00978
1,1,7281.584,7.22E-28,3.88E-04,0.0698,0.298,1538.1488,0.51,-0.000024
1,4,7281.640999,9.65E-28,3.78E+00,0.0856,0.391,1630.4932,0.67,-0.01072
1,3,7281.644,2.00E-26,1.13E+00,0.0681,0.385,754.8123,0.63,-0.0166
1,3,7281.6759,1.65E-29,7.29E-02,0.0689,0.281,1994.6637,0.47,-0.01364
1,3,7281.677,5.20E-25,8.80E-01,0.082,0.47,224.3042,0.69,-0.011019
1,2,7281.701,8.13E-27,7.02E+00,0.0882,0.415,1811.2904,0.71,-0.01032
1,1,7281.72917,1.81E-22,9.09E-01,0.0797,0.401,383.8425,0.69,-0.01106
1,4,7281.741125,2.03E-29,1.17E-01,0.0904,0.371,1709.9714,0.63,-0.00552
1,2,7281.7475,1.25E-29,3.48E-01,0.0398,0.235,2540.7815,0.4,0
1,2,7281.7935,3.46E-29,2.08E-03,0.0551,0.315,1211.1855,0.55,-0.02024
1,1,7281.7953,4.20E-23,1.35E+00,0.0621,0.322,1122.7083,0.57,-0.01766
1,1,7281.8342,8.88E-29,1.11E+00,0.0456,0.281,3833.1439,0.47,-0.0275
1,3,7281.8488,2.26E-29,3.36E-01,0.0737,0.371,2156.4716,0.63,-0.01852
1,1,7281.8646,9.17E-29,9.26E-01,0.0368,0.221,3624.1421,0.37,0
1,3,7281.8683,7.33E-29,7.24E-03,0.0818,0.352,924.6417,0.61,-0.00982
1,1,7281.8893,8.65E-29,2.64E-03,0.0824,0.391,2251.6953,0.67,-0.011205
1,2,7281.903,7.42E-26,2.96E-01,0.0642,0.365,583.9863,0.61,-0.009509
1,5,7281.903001,7.62E-29,1.31E+00,0.0844,0.315,730.876,0.55,-0.01632
1,4,7281.915787,5.08E-25,2.19E+00,0.0982,0.48,32.4964,0.73,-0.01054
1,2,7281.9303,3.39E-27,7.98E-03,0.0704,0.352,701.6942,0.61,-0.00862
1,1,7282.0584,2.30E-27,9.09E+00,0.0741,0.391,3478.9865,0.67,-0.0086
1,1,7282.058665,1.77E-27,1.06E+00,0.0574,0.333,2920.132,0.57,-0.0176
1,1,7282.1039,2.98E-27,1.69E-02,0.0733,0.371,2161.2859,0.63,-0.002596
1,1,7282.1236,1.81E-25,2.73E-01,0.0966,0.434,1731.8967,0.71,-0.00426
1,4,7282.125307,2.10E-29,1.35E-04,0.1004,0.412,182.9835,0.69,-0.00444
1,1,7282.1409,6.83E-25,6.36E-03,0.0623,0.352,586.4792,0.61,-0.009836
1,4,7282.186243,3.51E-27,1.73E-01,0.082,0.333,808.5629,0.57,-0.01186
1,4,7282.228167,2.38E-25,8.30E-01,0.1049,0.456,58.1269,0.72,-0.011388
1,4,7282.253867,3.08E-29,1.26E-01,0.075,0.25,1804.8398,0.41,-0.03126
1,1,7282.3011,7.01E-25,1.31E-03,0.0818,0.41,447.2523,0.63,-0.00832
1,3,7282.3054,3.48E-27,1.68E-01,0.0648,0.333,1003.7814,0.57,-0.01924
1,1,7282.3587,3.51E-26,1.06E-03,0.0601,0.333,882.8903,0.57,-0.01108
1,1,7282.3958,1.37E-27,1.65E-05,0.0768,0.315,920.168,0.55,-0.01848
1,1,7282.45,1.40E-29,4.31E-01,0.03,0.315,3752.5767,0.55,-0.016232
1,1,7282.45,4.21E-29,4.32E-01,0.0304,0.315,3752.5767,0.55,-0.0216
1,1,7282.5198,4.22E-27,8.43E-01,0.0561,0.333,2919.6323,0.57,-0.01996
1,4,7282.553971,1.98E-29,1.49E-03,0.071,0.281,916.1236,0.47,-0.0267
1,3,7282.5631,5.65E-26,1.06E+00,0.0643,0.32,753.7052,0.63,-0.01724
1,4,7282.587844,1.50E-26,3.15E-01,0.0835,0.333,609.9465,0.57,-0.01368
1,6,7282.599196,8.72E-29,1.49E+00,0.0846,0.434,231.5249,0.71,-0.00994
1,4,7282.599772,2.02E-25,1.67E+00,0.0998,0.371,362.5072,0.63,-0.008608
1,1,7282.6308,1.83E-27,4.75E-05,0.0634,0.315,1079.0792,0.55,-0.005176
1,4,7282.648678,3.77E-29,2.83E-03,0.0106,0.281,916.0289,0.47,-0.02092
1,6,7282.665493,2.90E-29,1.55E+00,0.0827,0.333,596.5306,0.57,-0.006189
1,4,7282.666389,2.72E-25,1.26E+00,0.1017,0.434,116.4613,0.71,-0.000951
1,1,7282.6852,2.28E-25,7.27E-01,0.0633,0.371,2042.7533,0.63,-0.01292
1,5,7282.701216,1.00E-29,2.34E-02,0.095,0.456,45.8986,0.72,-0.00318
1,1,7282.7059,2.56E-23,5.96E-01,0.0656,0.36,1079.0792,0.55,-0.016309
1,6,7282.718625,3.76E-28,3.36E+00,0.0975,0.456,46.0282,0.72,-0.00374
1,1,7282.7383,1.32E-25,1.70E+00,0.0388,0.265,2433.7991,0.44,-0.02612
1,1,7282.7429,1.22E-29,2.03E-03,0.0832,0.315,2904.6701,0.55,-0.01702
1,2,7282.7929,1.75E-28,9.78E-02,0.0975,0.456,1670.0369,0.72,-0.0025
1,1,7282.8129,2.98E-29,1.12E+00,0.0501,0.281,3832.395,0.47,0
1,2,7282.8575,7.42E-26,9.56E-01,0.057,0.32,1051.203,0.61,-0.017009
1,2,7282.8594,1.61E-26,4.69E-01,0.045,0.298,1288.2672,0.51,-0.01168
1,6,7282.863437,8.70E-29,1.49E+00,0.0846,0.434,231.553,0.71,-0.01108
